Address,Municipality,Sale price,merged
413 Orwood Pl,Salina,170000,"413 Orwood Pl, Salina, New York"
201 Glendale Ave,Salina,157600,"201 Glendale Ave, Salina, New York"
5047 Homeview Dr,Salina,1,"5047 Homeview Dr, Salina, New York"
401 First St,Solvay,1,"401 First St, Solvay, New York"
217-19 Norwood Ave,Syracuse,148400,"217-19 Norwood Ave, Syracuse, New York"
212 Evaleen Ave,Syracuse,123600,"212 Evaleen Ave, Syracuse, New York"
205 Grumbach Ave,Syracuse,38701,"205 Grumbach Ave, Syracuse, New York"
722 Laurel St E,Syracuse,15000,"722 Laurel St E, Syracuse, New York"
1702 Euclid Ave & Bradford La,Syracuse,1,"1702 Euclid Ave & Bradford La, Syracuse, New York"
110 Huntley St,Syracuse,1,"110 Huntley St, Syracuse, New York"
123 Spring St,Syracuse,1,"123 Spring St, Syracuse, New York"
220 Fay Ln,Minoa,165000,"220 Fay Ln, Minoa, New York"
10 Grove St,Baldwinsville,215000,"10 Grove St, Baldwinsville, New York"
84 Brown St,Baldwinsville,190000,"84 Brown St, Baldwinsville, New York"
8 Grove St,Baldwinsville,140000,"8 Grove St, Baldwinsville, New York"
114 Snowberry Ln,Camillus (town),1,"114 Snowberry Ln, Camillus (town), New York"
137 Blackstone Way,Camillus (town),1,"137 Blackstone Way, Camillus (town), New York"
8769 Wedgefield Ln,Cicero,435000,"8769 Wedgefield Ln, Cicero, New York"
7905 John Huss Ave,Cicero,1,"7905 John Huss Ave, Cicero, New York"
7957 Vernon Rd,Cicero,1,"7957 Vernon Rd, Cicero, New York"
4835 Appaloosa Trl,Clay,475000,"4835 Appaloosa Trl, Clay, New York"
8191 Honeysuckle Dr,Clay,182000,"8191 Honeysuckle Dr, Clay, New York"
4796 Royal Meadow Dr,Clay,164450,"4796 Royal Meadow Dr, Clay, New York"
113 Dolshire Dr,Clay,118000,"113 Dolshire Dr, Clay, New York"
4069 Elaine Cir,Clay,1,"4069 Elaine Cir, Clay, New York"
305 Halton Rd,DeWitt,1,"305 Halton Rd, DeWitt, New York"
6466 Curwood Dr,DeWitt,0,"6466 Curwood Dr, DeWitt, New York"
5334 Hamilton Rd,Elbridge (town),1,"5334 Hamilton Rd, Elbridge (town), New York"
307 Mott Rd,Fayetteville,1,"307 Mott Rd, Fayetteville, New York"
523 Walberta Rd,Geddes,0,"523 Walberta Rd, Geddes, New York"
2950 Eager Rd,LaFayette,218000,"2950 Eager Rd, LaFayette, New York"
8309 Partridgeberry Dr,Lysander,330000,"8309 Partridgeberry Dr, Lysander, New York"
3035 Stevenage Dr,Lysander,299000,"3035 Stevenage Dr, Lysander, New York"
2201 Connell Ter,Lysander,200000,"2201 Connell Ter, Lysander, New York"
7645 Berkshire Pkwy,Manlius (town),290000,"7645 Berkshire Pkwy, Manlius (town), New York"
101 Manor Dr,Manlius (town),230000,"101 Manor Dr, Manlius (town), New York"
108 Richmond Rd,Manlius (town),109900,"108 Richmond Rd, Manlius (town), New York"
4649 Whetstone Rd,Manlius (town),1,"4649 Whetstone Rd, Manlius (town), New York"
4972 Cindy Lane,Onondaga,521800,"4972 Cindy Lane, Onondaga, New York"
4585 Beef St,Onondaga,285000,"4585 Beef St, Onondaga, New York"
4977 Northfield Rd,Onondaga,275000,"4977 Northfield Rd, Onondaga, New York"
 Cleveland Road,Onondaga,75000," Cleveland Road, Onondaga, New York"
215 Wendell Ave,Onondaga,1,"215 Wendell Ave, Onondaga, New York"
103 Leonard Ave,Onondaga,0,"103 Leonard Ave, Onondaga, New York"
3670 N T Ave,Otisco,0,"3670 N T Ave, Otisco, New York"
2411 Bockes Rd,Spafford,100000,"2411 Bockes Rd, Spafford, New York"
954 Lemoyne Ave,Syracuse,102500,"954 Lemoyne Ave, Syracuse, New York"
413 Bear St,Syracuse,90000,"413 Bear St, Syracuse, New York"
1046-48 Belden Ave,Syracuse,88000,"1046-48 Belden Ave, Syracuse, New York"
300 Oak St & Oak Pl,Syracuse,80000,"300 Oak St & Oak Pl, Syracuse, New York"
903 First North St,Syracuse,58000,"903 First North St, Syracuse, New York"
1405 Bellevue Ave,Syracuse,35000,"1405 Bellevue Ave, Syracuse, New York"
216 Rider Ave,Syracuse,1,"216 Rider Ave, Syracuse, New York"
209-11 Wilson St,Syracuse,1,"209-11 Wilson St, Syracuse, New York"
 Pottery Rd,Van Buren,66000," Pottery Rd, Van Buren, New York"
107 Scott Ave,Camillus (town),107000,"107 Scott Ave, Camillus (town), New York"
7838 Eisenhower Blvd,Cicero,117000,"7838 Eisenhower Blvd, Cicero, New York"
9487 Bear Springs Rd,Cicero,1,"9487 Bear Springs Rd, Cicero, New York"
8377 Boyko Farm,Cicero,1,"8377 Boyko Farm, Cicero, New York"
9129 Ashley Landing Dr,Clay,385000,"9129 Ashley Landing Dr, Clay, New York"
4960 Harvest Ln,Clay,245000,"4960 Harvest Ln, Clay, New York"
4762 Black Oak Dr,Clay,230000,"4762 Black Oak Dr, Clay, New York"
38-38.5 Hamilton St,Jordan,143600,"38-38.5 Hamilton St, Jordan, New York"
123 Main St,Jordan,0,"123 Main St, Jordan, New York"
3289 Greenleafe Dr,Lysander,408000,"3289 Greenleafe Dr, Lysander, New York"
1392 Riverbend Dr,Lysander,355000,"1392 Riverbend Dr, Lysander, New York"
2409 Kellogg Rd,Lysander,150000,"2409 Kellogg Rd, Lysander, New York"
245 Cannonball Way,Manlius (town),330000,"245 Cannonball Way, Manlius (town), New York"
102 Kensington High St,Minoa,1,"102 Kensington High St, Minoa, New York"
159 Dutton Ave,Onondaga,5300,"159 Dutton Ave, Onondaga, New York"
107 Knowland Dr,Salina,195000,"107 Knowland Dr, Salina, New York"
306 Hall Ave,Solvay,151500,"306 Hall Ave, Solvay, New York"
333-35 Palmer Ave,Syracuse,115111,"333-35 Palmer Ave, Syracuse, New York"
101 Bradley St,Syracuse,58000,"101 Bradley St, Syracuse, New York"
617 Kirkpatrick St,Syracuse,52000,"617 Kirkpatrick St, Syracuse, New York"
25 Warren St,Tully (village),152900,"25 Warren St, Tully (village), New York"
235 Parsons Rd,Camillus (town),195000,"235 Parsons Rd, Camillus (town), New York"
8606 Snowshoe Trl,Cicero,238000,"8606 Snowshoe Trl, Cicero, New York"
7971 Huyck Dr,Cicero,1,"7971 Huyck Dr, Cicero, New York"
4818 Royal Meadow Dr,Clay,227000,"4818 Royal Meadow Dr, Clay, New York"
3584 Redhead Ter,Clay,203150,"3584 Redhead Ter, Clay, New York"
 Oswego Rd,Clay,0," Oswego Rd, Clay, New York"
4401-03 Bamerick Rd,DeWitt,180000,"4401-03 Bamerick Rd, DeWitt, New York"
111 Lansdale Rd,DeWitt,170000,"111 Lansdale Rd, DeWitt, New York"
3447 Route 11 North,LaFayette,59500,"3447 Route 11 North, LaFayette, New York"
8798 Plainville Rd,Lysander,175000,"8798 Plainville Rd, Lysander, New York"
5546-5590 Burdick St,Manlius (town),0,"5546-5590 Burdick St, Manlius (town), New York"
4497 Odell Place,Onondaga,250000,"4497 Odell Place, Onondaga, New York"
4670 Hartsfield Pl,Pompey,720000,"4670 Hartsfield Pl, Pompey, New York"
3197 Ransom Rd,Pompey,0,"3197 Ransom Rd, Pompey, New York"
69 Inglesid Ln,Salina,175000,"69 Inglesid Ln, Salina, New York"
301 Kirsch Dr,Salina,155000,"301 Kirsch Dr, Salina, New York"
111 Breman Ave,Salina,111300,"111 Breman Ave, Salina, New York"
104 Macdougall Pl,Syracuse,154750,"104 Macdougall Pl, Syracuse, New York"
103 Mary St,Syracuse,85000,"103 Mary St, Syracuse, New York"
105 Mary St,Syracuse,80000,"105 Mary St, Syracuse, New York"
207 Apple St,Syracuse,65000,"207 Apple St, Syracuse, New York"
616-18 Richmond Ave,Syracuse,65000,"616-18 Richmond Ave, Syracuse, New York"
144 Corning Ave,Syracuse,30000,"144 Corning Ave, Syracuse, New York"
115 Murray Ave,Syracuse,5000,"115 Murray Ave, Syracuse, New York"
1306 Glencove Rd,Syracuse,1,"1306 Glencove Rd, Syracuse, New York"
514 Scott Ave,Syracuse,1,"514 Scott Ave, Syracuse, New York"
434 Idlewood Blvd,Van Buren,30000,"434 Idlewood Blvd, Van Buren, New York"
107 Old Semet Ln,Camillus (town),252500,"107 Old Semet Ln, Camillus (town), New York"
2552 Rolling Hills Rd,Camillus (town),195000,"2552 Rolling Hills Rd, Camillus (town), New York"
9378 Woodlawn Dr,Cicero,185000,"9378 Woodlawn Dr, Cicero, New York"
8445 Roller Coaster Dr,Cicero,1,"8445 Roller Coaster Dr, Cicero, New York"
5776 Lincoln Ave,Cicero,0,"5776 Lincoln Ave, Cicero, New York"
8040 Oswego Rd,Clay,125000,"8040 Oswego Rd, Clay, New York"
6780 Morehouse Flats Rd,DeWitt,850000,"6780 Morehouse Flats Rd, DeWitt, New York"
4492 Barker Hill Rd,DeWitt,265000,"4492 Barker Hill Rd, DeWitt, New York"
12 Bovington Ln,DeWitt,1,"12 Bovington Ln, DeWitt, New York"
1201 Church Rd,Lysander,315000,"1201 Church Rd, Lysander, New York"
8195 Bluffview Dr,Manlius (town),265000,"8195 Bluffview Dr, Manlius (town), New York"
209 Palmer Dr,Manlius (town),240000,"209 Palmer Dr, Manlius (town), New York"
14 Kinderwood Dr,Marcellus (village),332500,"14 Kinderwood Dr, Marcellus (village), New York"
204 Sunnybrook Dr,North Syracuse,0,"204 Sunnybrook Dr, North Syracuse, New York"
7632 Broadfield Rd,Pompey,210000,"7632 Broadfield Rd, Pompey, New York"
323 Glendale Ave,Salina,125000,"323 Glendale Ave, Salina, New York"
117 Raphael Ave,Salina,0,"117 Raphael Ave, Salina, New York"
501-03 Cumberland Ave & Euclid A,Syracuse,203000,"501-03 Cumberland Ave & Euclid A, Syracuse, New York"
142 Glenwood Ave,Syracuse,174000,"142 Glenwood Ave, Syracuse, New York"
432 Lillian Ave,Syracuse,115000,"432 Lillian Ave, Syracuse, New York"
106 Green St Pl,Syracuse,33000,"106 Green St Pl, Syracuse, New York"
721 Hazelwood Ave,Syracuse,1,"721 Hazelwood Ave, Syracuse, New York"
317 Hier Ave,Syracuse,0,"317 Hier Ave, Syracuse, New York"
153 Minerva St,Syracuse,75000,"153 Minerva St, Syracuse, New York"
906 Tallman St,Syracuse,1,"906 Tallman St, Syracuse, New York"
904 Tallman St,Syracuse,1,"904 Tallman St, Syracuse, New York"
2200-02 Midland Ave,Syracuse,1,"2200-02 Midland Ave, Syracuse, New York"
104 Munson Dr,Syracuse,1,"104 Munson Dr, Syracuse, New York"
228 Forest Ave,Syracuse,1,"228 Forest Ave, Syracuse, New York"
204-06 Colvin St W,Syracuse,1,"204-06 Colvin St W, Syracuse, New York"
355-57 Coolidge Ave & Cheney St,Syracuse,1,"355-57 Coolidge Ave & Cheney St, Syracuse, New York"
207 Ridgewood Dr,Syracuse,1,"207 Ridgewood Dr, Syracuse, New York"
153 Minerva St,Syracuse,0,"153 Minerva St, Syracuse, New York"
5140 Duguid Rd,Manlius (town),1,"5140 Duguid Rd, Manlius (town), New York"
2901 Rose Hill Rd,Marcellus (town),1,"2901 Rose Hill Rd, Marcellus (town), New York"
720 Stinard Ave,Syracuse,75000,"720 Stinard Ave, Syracuse, New York"
215 Woodland Ave,Syracuse,62500,"215 Woodland Ave, Syracuse, New York"
303 Pear Tree Dr,Camillus (town),325000,"303 Pear Tree Dr, Camillus (town), New York"
5802 Ike Dixon Rd,Camillus (town),320000,"5802 Ike Dixon Rd, Camillus (town), New York"
100 Farmingdale Rd,Camillus (town),225000,"100 Farmingdale Rd, Camillus (town), New York"
504 Barnstable Ct,Camillus (town),165000,"504 Barnstable Ct, Camillus (town), New York"
112 Fairwood Dr,Camillus (town),0,"112 Fairwood Dr, Camillus (town), New York"
6413 Finish Line Trl,Cicero,399000,"6413 Finish Line Trl, Cicero, New York"
8516 Long Leaf Trl,Clay,485000,"8516 Long Leaf Trl, Clay, New York"
4044 Winterpark Dr,Clay,215000,"4044 Winterpark Dr, Clay, New York"
8050 Candela Ln,Clay,200000,"8050 Candela Ln, Clay, New York"
7891 Sagamore Dr,Clay,200000,"7891 Sagamore Dr, Clay, New York"
4156A Burningtree Rd,Clay,134900,"4156A Burningtree Rd, Clay, New York"
4333 Belmont Dr,Clay,123000,"4333 Belmont Dr, Clay, New York"
4300 Tiger Lily Path,Clay,66500,"4300 Tiger Lily Path, Clay, New York"
5561 Wyandra Dr,Clay,1,"5561 Wyandra Dr, Clay, New York"
30 Cotty Dr,DeWitt,74999,"30 Cotty Dr, DeWitt, New York"
309 Long Branch Rd,Geddes,190000,"309 Long Branch Rd, Geddes, New York"
2930 Lafayette Rd,LaFayette,1,"2930 Lafayette Rd, LaFayette, New York"
8071 Forest Ridge Lane,Lysander,449899,"8071 Forest Ridge Lane, Lysander, New York"
3425 Netherstone Ct,Lysander,385000,"3425 Netherstone Ct, Lysander, New York"
5304 Villa Ridge Ct,Lysander,350000,"5304 Villa Ridge Ct, Lysander, New York"
3144 Timberlea Ln,Lysander,240000,"3144 Timberlea Ln, Lysander, New York"
2106 Harkins Lane,Lysander,96500,"2106 Harkins Lane, Lysander, New York"
2185 W Genesee Rd,Lysander,87000,"2185 W Genesee Rd, Lysander, New York"
8071 Forest Ridge Lane,Lysander,50000,"8071 Forest Ridge Lane, Lysander, New York"
4741 Lythim Cir,Manlius (town),388000,"4741 Lythim Cir, Manlius (town), New York"
2651 Route 174,Marcellus (town),1,"2651 Route 174, Marcellus (town), New York"
118 Herman Dr,North Syracuse,1,"118 Herman Dr, North Syracuse, New York"
4337 Fay Rd,Onondaga,189500,"4337 Fay Rd, Onondaga, New York"
5110 Onondaga Rd,Onondaga,57400,"5110 Onondaga Rd, Onondaga, New York"
4040 Oran Gulf Rd,Pompey,405000,"4040 Oran Gulf Rd, Pompey, New York"
111 Hanover Ave,Salina,168000,"111 Hanover Ave, Salina, New York"
204 Cranberry Dr,Salina,82000,"204 Cranberry Dr, Salina, New York"
107 Diana Ave,Syracuse,252000,"107 Diana Ave, Syracuse, New York"
300 Lockwood Rd,Syracuse,160000,"300 Lockwood Rd, Syracuse, New York"
1330 Glenwood Ave,Syracuse,130000,"1330 Glenwood Ave, Syracuse, New York"
1516 Valley Dr,Syracuse,110000,"1516 Valley Dr, Syracuse, New York"
329-31 Cadillac St To Marcia St,Syracuse,104900,"329-31 Cadillac St To Marcia St, Syracuse, New York"
101-03 Elizabeth St,Syracuse,89900,"101-03 Elizabeth St, Syracuse, New York"
312 Martin St,Syracuse,65000,"312 Martin St, Syracuse, New York"
119 Beecher St,Syracuse,39900,"119 Beecher St, Syracuse, New York"
1618 First North St,Syracuse,1,"1618 First North St, Syracuse, New York"
1713 Caleb Ave,Syracuse,1,"1713 Caleb Ave, Syracuse, New York"
1516 Valley Dr,Syracuse,1,"1516 Valley Dr, Syracuse, New York"
101-03 Elizabeth St,Syracuse,0,"101-03 Elizabeth St, Syracuse, New York"
202 Fox Dr,Camillus (town),162740,"202 Fox Dr, Camillus (town), New York"
6 Carol Dr,Camillus (town),125000,"6 Carol Dr, Camillus (town), New York"
5891 Glendora Rd,Cicero,168000,"5891 Glendora Rd, Cicero, New York"
7446 Route 31,Cicero,0,"7446 Route 31, Cicero, New York"
10 Nectarine Ln,Clay,315000,"10 Nectarine Ln, Clay, New York"
8305 Azimuth Dr,Clay,300000,"8305 Azimuth Dr, Clay, New York"
4213 Gopher Cir,Clay,1,"4213 Gopher Cir, Clay, New York"
99 Lynbrook Cir,DeWitt,350000,"99 Lynbrook Cir, DeWitt, New York"
314 Manlius St,East Syracuse,105000,"314 Manlius St, East Syracuse, New York"
2879 Apulia Rd,LaFayette,135000,"2879 Apulia Rd, LaFayette, New York"
1799 Lamson Rd,Lysander,0,"1799 Lamson Rd, Lysander, New York"
427 Single Dr,North Syracuse,1,"427 Single Dr, North Syracuse, New York"
4857 Glenfield Dr,Onondaga,240000,"4857 Glenfield Dr, Onondaga, New York"
143 Longdale Dr,Salina,220000,"143 Longdale Dr, Salina, New York"
16 Austin St,Skaneateles (village),296100,"16 Austin St, Skaneateles (village), New York"
135 Durston Ave,Syracuse,230000,"135 Durston Ave, Syracuse, New York"
243-45 Tennyson Ave,Syracuse,210000,"243-45 Tennyson Ave, Syracuse, New York"
433 Midler Ave,Syracuse,170000,"433 Midler Ave, Syracuse, New York"
1632 Midland Ave,Syracuse,151000,"1632 Midland Ave, Syracuse, New York"
422 Elm St,Syracuse,149460,"422 Elm St, Syracuse, New York"
369 Collingwood Ave,Syracuse,129000,"369 Collingwood Ave, Syracuse, New York"
2500-02 Genesee St E & Cumberland,Syracuse,89000,"2500-02 Genesee St E & Cumberland, Syracuse, New York"
711 Caleb Ave,Syracuse,86721,"711 Caleb Ave, Syracuse, New York"
113 Cummings Ave,Syracuse,85000,"113 Cummings Ave, Syracuse, New York"
231 Grand Ave & Cadwell St,Syracuse,54900,"231 Grand Ave & Cadwell St, Syracuse, New York"
735 Lemoyne Ave,Syracuse,32000,"735 Lemoyne Ave, Syracuse, New York"
125 Benedict Ave,Syracuse,500,"125 Benedict Ave, Syracuse, New York"
314 Dunning Dr,Camillus (town),10,"314 Dunning Dr, Camillus (town), New York"
5498 Trastevere Rd,Clay,84000,"5498 Trastevere Rd, Clay, New York"
4730 Anglia St,Manlius (town),183000,"4730 Anglia St, Manlius (town), New York"
112 Macon St,Onondaga,19136,"112 Macon St, Onondaga, New York"
8 Amber Beach Rd,Otisco,1,"8 Amber Beach Rd, Otisco, New York"
1635 Park Ave,Otisco,0,"1635 Park Ave, Otisco, New York"
2504 Court St,Salina,176000,"2504 Court St, Salina, New York"
130 Baldwin Ave,Syracuse,29900,"130 Baldwin Ave, Syracuse, New York"
361 Lafayette Ave,Syracuse,15000,"361 Lafayette Ave, Syracuse, New York"
4440 Salina St,Syracuse,13000,"4440 Salina St, Syracuse, New York"
106 Newell St W,Syracuse,1,"106 Newell St W, Syracuse, New York"
132 Mayar St,Syracuse,1,"132 Mayar St, Syracuse, New York"
316 Arlington Ave,Syracuse,0,"316 Arlington Ave, Syracuse, New York"
113-15 Gorland Ave,Syracuse,0,"113-15 Gorland Ave, Syracuse, New York"
820 Fairway Cir,Van Buren,167000,"820 Fairway Cir, Van Buren, New York"
14 Kastor Ave,Camillus (village),122000,"14 Kastor Ave, Camillus (village), New York"
8115 Thurston Dr,Cicero,150000,"8115 Thurston Dr, Cicero, New York"
7875 Beaver Ln,Cicero,0,"7875 Beaver Ln, Cicero, New York"
7653 Admiral Dr,Clay,180000,"7653 Admiral Dr, Clay, New York"
4252 Virgo Crse,Clay,172000,"4252 Virgo Crse, Clay, New York"
7855 Morgan Rd.,Clay,66000,"7855 Morgan Rd., Clay, New York"
8407B Shallowcreek Rd,Clay,30000,"8407B Shallowcreek Rd, Clay, New York"
4723 James St,DeWitt,105000,"4723 James St, DeWitt, New York"
304 Maple Rd,Geddes,275000,"304 Maple Rd, Geddes, New York"
211 Windemere Rd,Geddes,1,"211 Windemere Rd, Geddes, New York"
9037 Prine Rd,Lysander,0,"9037 Prine Rd, Lysander, New York"
4158 South St Rd,Marcellus (town),1,"4158 South St Rd, Marcellus (town), New York"
4708 Falls Rd,Marcellus (town),0,"4708 Falls Rd, Marcellus (town), New York"
117 Maxwell Ave,North Syracuse,0,"117 Maxwell Ave, North Syracuse, New York"
3425 Seneca Tpke,Onondaga,1,"3425 Seneca Tpke, Onondaga, New York"
3425 Seneca Tpke,Onondaga,1,"3425 Seneca Tpke, Onondaga, New York"
213 Ridge Ave,Salina,142500,"213 Ridge Ave, Salina, New York"
217.5 Snyder Ave,Salina,140000,"217.5 Snyder Ave, Salina, New York"
210 Plymouth Ave,Salina,140000,"210 Plymouth Ave, Salina, New York"
416 South Ave,Solvay,1,"416 South Ave, Solvay, New York"
1526 Caleb Ave & Erickson St,Syracuse,140500,"1526 Caleb Ave & Erickson St, Syracuse, New York"
311-15 Gertrude St,Syracuse,93000,"311-15 Gertrude St, Syracuse, New York"
1006 Willis Ave,Syracuse,89900,"1006 Willis Ave, Syracuse, New York"
134 Palmer Ave,Syracuse,1,"134 Palmer Ave, Syracuse, New York"
225 Lexi Ln,Van Buren,1425000,"225 Lexi Ln, Van Buren, New York"
6 Monica Pl,Baldwinsville,127500,"6 Monica Pl, Baldwinsville, New York"
112 Pacer Way,Camillus (town),386000,"112 Pacer Way, Camillus (town), New York"
118 Forrest Way,Camillus (town),205000,"118 Forrest Way, Camillus (town), New York"
105 Gulino Ave,Camillus (town),1,"105 Gulino Ave, Camillus (town), New York"
9507 Longford Path,Cicero,399900,"9507 Longford Path, Cicero, New York"
6253 Addison Loomis,Cicero,385000,"6253 Addison Loomis, Cicero, New York"
206 Allen Rd,Clay,154900,"206 Allen Rd, Clay, New York"
5427 Borgase Ln,Clay,117150,"5427 Borgase Ln, Clay, New York"
8416A Shallowcreek Rd,Clay,88800,"8416A Shallowcreek Rd, Clay, New York"
306 Newcastle Rd,Geddes,190000,"306 Newcastle Rd, Geddes, New York"
309 Alder St,Liverpool,190000,"309 Alder St, Liverpool, New York"
8418 Turnberry Dr,Manlius (town),555000,"8418 Turnberry Dr, Manlius (town), New York"
5139 Reis Cir,Manlius (town),494000,"5139 Reis Cir, Manlius (town), New York"
1 Devonshire Rd,North Syracuse,106500,"1 Devonshire Rd, North Syracuse, New York"
5193 Forestedge Dr,Onondaga,262000,"5193 Forestedge Dr, Onondaga, New York"
303 Glendale Ave,Salina,189900,"303 Glendale Ave, Salina, New York"
409 Boulevard St,Salina,1,"409 Boulevard St, Salina, New York"
413 Sedgwick Dr,Syracuse,385000,"413 Sedgwick Dr, Syracuse, New York"
1301 Euclid Ave & Cumberland A,Syracuse,201000,"1301 Euclid Ave & Cumberland A, Syracuse, New York"
202 Stafford Ave To Northclif,Syracuse,158000,"202 Stafford Ave To Northclif, Syracuse, New York"
309 Ulster St & Emerson Ave,Syracuse,156000,"309 Ulster St & Emerson Ave, Syracuse, New York"
509-11 Boyden St,Syracuse,115000,"509-11 Boyden St, Syracuse, New York"
123 Maxwell Ave,Syracuse,976,"123 Maxwell Ave, Syracuse, New York"
132 Dawes Ave,Syracuse,1,"132 Dawes Ave, Syracuse, New York"
444 Stafford Ave,Syracuse,1,"444 Stafford Ave, Syracuse, New York"
261 Cedar Ct,Van Buren,80000,"261 Cedar Ct, Van Buren, New York"
10 Mechanic St,Camillus (village),175000,"10 Mechanic St, Camillus (village), New York"
608 Church St,Cicero,94600,"608 Church St, Cicero, New York"
6412 Finish Line Trl,Cicero,65000,"6412 Finish Line Trl, Cicero, New York"
8984 Brewerton Rd,Cicero,0,"8984 Brewerton Rd, Cicero, New York"
8508 Dorothys Garden Pl,Clay,410000,"8508 Dorothys Garden Pl, Clay, New York"
8157 Rizzo Dr,Clay,270000,"8157 Rizzo Dr, Clay, New York"
4270 Oldmeadow Rd,Clay,220000,"4270 Oldmeadow Rd, Clay, New York"
8106 Como Ln,Clay,200000,"8106 Como Ln, Clay, New York"
4810 Black Oak Dr,Clay,200000,"4810 Black Oak Dr, Clay, New York"
3706A Henley Ct,Clay,92500,"3706A Henley Ct, Clay, New York"
 Oswego Rd,Clay,36000," Oswego Rd, Clay, New York"
4512 James St,East Syracuse,160000,"4512 James St, East Syracuse, New York"
112 Andrews St,Geddes,1,"112 Andrews St, Geddes, New York"
8755 Tallwood Rdg,Lysander,230000,"8755 Tallwood Rdg, Lysander, New York"
3146 Beaverbrook Ln,Lysander,157000,"3146 Beaverbrook Ln, Lysander, New York"
3370 Longview Terrace,Lysander,80000,"3370 Longview Terrace, Lysander, New York"
3373 Slate Hill Rd,Marcellus (town),1,"3373 Slate Hill Rd, Marcellus (town), New York"
1 Orchard St,Marcellus (village),180000,"1 Orchard St, Marcellus (village), New York"
4426 Adlai Dr,Onondaga,310000,"4426 Adlai Dr, Onondaga, New York"
7144 Frank Long Rd,Pompey,210000,"7144 Frank Long Rd, Pompey, New York"
200 Gale Ave,Salina,132900,"200 Gale Ave, Salina, New York"
250 Berwick Rd N,Salina,10,"250 Berwick Rd N, Salina, New York"
221 Freeman Ave,Solvay,154900,"221 Freeman Ave, Solvay, New York"
346-48 Webster Ave,Syracuse,130000,"346-48 Webster Ave, Syracuse, New York"
119 Merrill St,Syracuse,115000,"119 Merrill St, Syracuse, New York"
176 Warrington Rd E,Syracuse,50000,"176 Warrington Rd E, Syracuse, New York"
112 Schneider St,Syracuse,20000,"112 Schneider St, Syracuse, New York"
140 Hillsdale Ave,Syracuse,1,"140 Hillsdale Ave, Syracuse, New York"
707-09 Teall Ave,Syracuse,1,"707-09 Teall Ave, Syracuse, New York"
147 Milnor Ave,Syracuse,1,"147 Milnor Ave, Syracuse, New York"
937 Beverly Dr,Camillus (town),245000,"937 Beverly Dr, Camillus (town), New York"
14 Kenmont Dr,Camillus (town),201200,"14 Kenmont Dr, Camillus (town), New York"
8869 Shellman Dr,Cicero,0,"8869 Shellman Dr, Cicero, New York"
7886 Sagamore Dr,Clay,155000,"7886 Sagamore Dr, Clay, New York"
7459 Coachlight Ln,Clay,150000,"7459 Coachlight Ln, Clay, New York"
18 Mc Intosh St,Clay,1,"18 Mc Intosh St, Clay, New York"
109 River Park Dr,Clay,0,"109 River Park Dr, Clay, New York"
102 Yates St,East Syracuse,1,"102 Yates St, East Syracuse, New York"
122 Brown St,Elbridge (village),185000,"122 Brown St, Elbridge (village), New York"
206 Balsam St,Liverpool,84900,"206 Balsam St, Liverpool, New York"
8143 River Rd,Lysander,1,"8143 River Rd, Lysander, New York"
209 Washington Blvd,Manlius (town),1,"209 Washington Blvd, Manlius (town), New York"
7849 Karakul Ln,Manlius (town),0,"7849 Karakul Ln, Manlius (town), New York"
3773 Rockwell Rd,Marcellus (town),126000,"3773 Rockwell Rd, Marcellus (town), New York"
67 Genesee St,Skaneateles (village),665000,"67 Genesee St, Skaneateles (village), New York"
401-03 Hixson Ave & Mooney Ave,Syracuse,110000,"401-03 Hixson Ave & Mooney Ave, Syracuse, New York"
328 Rowland St,Syracuse,85000,"328 Rowland St, Syracuse, New York"
134 Lawrence St,Syracuse,25000,"134 Lawrence St, Syracuse, New York"
31 Downer St,Baldwinsville,0,"31 Downer St, Baldwinsville, New York"
111 Camillus Dr,Camillus (town),180000,"111 Camillus Dr, Camillus (town), New York"
5813 Route 31,Cicero,4500000,"5813 Route 31, Cicero, New York"
6148 Bethlehem Ln,Cicero,160000,"6148 Bethlehem Ln, Cicero, New York"
12 Holly Ln,Clay,242000,"12 Holly Ln, Clay, New York"
8234 Perrugia Ln,Clay,219000,"8234 Perrugia Ln, Clay, New York"
236 Blackberry Rd,Clay,1,"236 Blackberry Rd, Clay, New York"
206 Warwick Rd,DeWitt,265000,"206 Warwick Rd, DeWitt, New York"
210 Allen St,East Syracuse,190000,"210 Allen St, East Syracuse, New York"
1541 Rowley Jerome Rd,Fabius (town),0,"1541 Rowley Jerome Rd, Fabius (town), New York"
224 Windemere Rd,Geddes,1,"224 Windemere Rd, Geddes, New York"
3207 Far Reach Dr,Lysander,282000,"3207 Far Reach Dr, Lysander, New York"
8812 Wandering Way,Lysander,0,"8812 Wandering Way, Lysander, New York"
7110 Taft Rd,Manlius (town),88550,"7110 Taft Rd, Manlius (town), New York"
4560 Limeledge Rd,Marcellus (town),179539,"4560 Limeledge Rd, Marcellus (town), New York"
4611 Barker Hill Rd,Onondaga,132900,"4611 Barker Hill Rd, Onondaga, New York"
3993 Onondaga Blvd,Onondaga,110000,"3993 Onondaga Blvd, Onondaga, New York"
4007 Marlton Cir,Salina,205000,"4007 Marlton Cir, Salina, New York"
7351 Eastgate Cir,Salina,1,"7351 Eastgate Cir, Salina, New York"
104 Legion Dr,Salina,0,"104 Legion Dr, Salina, New York"
