Address,Municipality,Sale price,merged
5953 Sayles Corners Rd,Sempronius,460000,"5953 Sayles Corners Rd, Sempronius, New York"
3 Baltimore Ridge Road,Marcellus (village),119900,"3 Baltimore Ridge Road, Marcellus (village), New York"
220 Lexi Ln,Van Buren,70000,"220 Lexi Ln, Van Buren, New York"
458 Bull Run Rd,Albion,0,"458 Bull Run Rd, Albion, New York"
298 Auringer Rd,Constantia,65000,"298 Auringer Rd, Constantia, New York"
 Co Rt 26,Parish (town),30000," Co Rt 26, Parish (town), New York"
 Rikers Beach Rd,Scriba,22000," Rikers Beach Rd, Scriba, New York"
12625 Farnam Rd,Ira,1,"12625 Farnam Rd, Ira, New York"
 Wilkinson Road,Hamilton (town),65000," Wilkinson Road, Hamilton (town), New York"
 Caughdenoy Rd,Clay,55000," Caughdenoy Rd, Clay, New York"
7885-7889 Main St,Fabius (village),138297,"7885-7889 Main St, Fabius (village), New York"
9116 Frenchmans Ck Dr,Lysander,69900,"9116 Frenchmans Ck Dr, Lysander, New York"
712 Main St,Fair Haven,24900,"712 Main St, Fair Haven, New York"
5953 Sayles Corners Rd,Sempronius,1,"5953 Sayles Corners Rd, Sempronius, New York"
26 South Meadow Dr,Cazenovia (village),64000,"26 South Meadow Dr, Cazenovia (village), New York"
1861 Old Seneca Tpk,Skaneateles (town),1,"1861 Old Seneca Tpk, Skaneateles (town), New York"
 Johnson Rd,Constantia,150000," Johnson Rd, Constantia, New York"
157 Tubbs Rd,Mexico (town),115000,"157 Tubbs Rd, Mexico (town), New York"
 Co Rt 12,Schroeppel,3000," Co Rt 12, Schroeppel, New York"
 Glen Haven Rd,Sempronius,164500," Glen Haven Rd, Sempronius, New York"
7581 Taft Rd,Cicero,1,"7581 Taft Rd, Cicero, New York"
460 Coppernoll Rd,Lysander,1,"460 Coppernoll Rd, Lysander, New York"
 Sharp Rd,Granby,61000," Sharp Rd, Granby, New York"
 St Rt 69,Parish (town),1," St Rt 69, Parish (town), New York"
9005 Kennedy Ln,Sullivan,42000,"9005 Kennedy Ln, Sullivan, New York"
1515 Honoco Rd,Ledyard,112800,"1515 Honoco Rd, Ledyard, New York"
5085 Van Zandt Rd,Onondaga,8000,"5085 Van Zandt Rd, Onondaga, New York"
 Co Rt 26,West Monroe,65000," Co Rt 26, West Monroe, New York"
169 N Herman Av,Auburn,23400,"169 N Herman Av, Auburn, New York"
3158 State Route 90,Ledyard,550000,"3158 State Route 90, Ledyard, New York"
6448 Appletree Point Rd,Niles,1,"6448 Appletree Point Rd, Niles, New York"
158-60 Doris Park Dr,Constantia,0,"158-60 Doris Park Dr, Constantia, New York"
5503 Vista Way,Camillus (town),52900,"5503 Vista Way, Camillus (town), New York"
9088 Ashley Landing Dr,Clay,85500,"9088 Ashley Landing Dr, Clay, New York"
100 Highridge Pl,Onondaga,315000,"100 Highridge Pl, Onondaga, New York"
656-60 Fellows Ave,Syracuse,35000,"656-60 Fellows Ave, Syracuse, New York"
125 Wood Avenue,Syracuse,151,"125 Wood Avenue, Syracuse, New York"
5472 Us Rt 11,Sandy Creek (town),157697,"5472 Us Rt 11, Sandy Creek (town), New York"
 Feather Dr,LaFayette,13000," Feather Dr, LaFayette, New York"
 Granby Rd,Granby,0," Granby Rd, Granby, New York"
 State Route 31,Mentz,1," State Route 31, Mentz, New York"
4665 Route 20,Eaton,12000,"4665 Route 20, Eaton, New York"
755 Kibby Rd,Lysander,382000,"755 Kibby Rd, Lysander, New York"
14 Jay Ln,Phoenix,275000,"14 Jay Ln, Phoenix, New York"
1526 River Rd,Conquest,1,"1526 River Rd, Conquest, New York"
5569 Rolling Meadows Way,Camillus (town),436850,"5569 Rolling Meadows Way, Camillus (town), New York"
 Rolling Meadows Way,Camillus (town),52900," Rolling Meadows Way, Camillus (town), New York"
 Corner Lot,Lysander,65000," Corner Lot, Lysander, New York"
225 Harriette Ave,Syracuse,151,"225 Harriette Ave, Syracuse, New York"
 Obrien Rd,Van Buren,10000," Obrien Rd, Van Buren, New York"
3508 St Rt 104,Mexico (town),181000,"3508 St Rt 104, Mexico (town), New York"
 St Rt 49,Schroeppel,7250," St Rt 49, Schroeppel, New York"
 West Lake Road,Fleming,25000," West Lake Road, Fleming, New York"
11576 Mc Neeley Rd,Victory,315000,"11576 Mc Neeley Rd, Victory, New York"
6817 Jamesville Grove Ln,LaFayette,150000,"6817 Jamesville Grove Ln, LaFayette, New York"
 St Rt 49,Constantia,0," St Rt 49, Constantia, New York"
64 Kipp Rd,Parish (town),0,"64 Kipp Rd, Parish (town), New York"
0 Mariposa Road,De Ruyter0,58000,"0 Mariposa Road, De Ruyter0, New York"
0 Lake Moraine Rd,Madison (town),40000,"0 Lake Moraine Rd, Madison (town), New York"
0 State Route 31,Sullivan,38900,"0 State Route 31, Sullivan, New York"
8321 Salt Springs Rd,Manlius (town),115000,"8321 Salt Springs Rd, Manlius (town), New York"
49 State St,Tully (village),1,"49 State St, Tully (village), New York"
Vac Weedsport Sennett Rd,Brutus,102100,"Vac Weedsport Sennett Rd, Brutus, New York"
10998 Duger Rd,Cato (town),52100,"10998 Duger Rd, Cato (town), New York"
 East Cayuga St,Locke,1025," East Cayuga St, Locke, New York"
8263 West Loop Rd,Montezuma,36500,"8263 West Loop Rd, Montezuma, New York"
12360 Coleman Rd,Victory,45000,"12360 Coleman Rd, Victory, New York"
 Woodchuck Hill Road,DeWitt,1," Woodchuck Hill Road, DeWitt, New York"
210 Wall St,Syracuse,4750,"210 Wall St, Syracuse, New York"
116 Charles Ave,Solvay,1,"116 Charles Ave, Solvay, New York"
 Hidden Valley Dr,Sennett,1," Hidden Valley Dr, Sennett, New York"
7424 Palmcrest Rd,Cicero,197000,"7424 Palmcrest Rd, Cicero, New York"
Lot 2 Maple Road,Clay,40000,"Lot 2 Maple Road, Clay, New York"
5721 Harness Hook Lane,Manlius (town),70000,"5721 Harness Hook Lane, Manlius (town), New York"
3007 Pleasant Vly Rd,Marcellus (town),100000,"3007 Pleasant Vly Rd, Marcellus (town), New York"
3007 Pleasant Vly Rd,Marcellus (town),1,"3007 Pleasant Vly Rd, Marcellus (town), New York"
 Co Rt 23,Constantia,0," Co Rt 23, Constantia, New York"
 Fire Lane 12,Niles,1," Fire Lane 12, Niles, New York"
7914 Ontario Ave,Cicero,145000,"7914 Ontario Ave, Cicero, New York"
 Totman & Smith Rd,Cicero,1," Totman & Smith Rd, Cicero, New York"
3188 Samantha Dr,Lysander,40000,"3188 Samantha Dr, Lysander, New York"
Lot #38 Irwin Rd,Sterling,14000,"Lot #38 Irwin Rd, Sterling, New York"
237 Kinne St,East Syracuse,240000,"237 Kinne St, East Syracuse, New York"
 O'Hara Rd,Redfield,68000," O'Hara Rd, Redfield, New York"
 Rolling Meadows Way,Camillus (town),52900," Rolling Meadows Way, Camillus (town), New York"
 Rolling Meadows Way,Camillus (town),52900," Rolling Meadows Way, Camillus (town), New York"
4722 Weller Hall Place,Clay,58750,"4722 Weller Hall Place, Clay, New York"
93 Aldrich Ln,Schroeppel,0,"93 Aldrich Ln, Schroeppel, New York"
 Fyler Rd,Sullivan,35000," Fyler Rd, Sullivan, New York"
766 Howell Rd,Conquest,75000,"766 Howell Rd, Conquest, New York"
 Calemad Dr,Sennett,87500," Calemad Dr, Sennett, New York"
 Brandt Rd,Victory,50000," Brandt Rd, Victory, New York"
 Whitman Rd,Lincoln,15000," Whitman Rd, Lincoln, New York"
 Newton Road,Madison (town),50000," Newton Road, Madison (town), New York"
5656 River Rock Dr,Elbridge (town),22000,"5656 River Rock Dr, Elbridge (town), New York"
107 Minoa Lakes Drive,Minoa,70000,"107 Minoa Lakes Drive, Minoa, New York"
107 Minoa Lakes Drive,Minoa,24000,"107 Minoa Lakes Drive, Minoa, New York"
250 Fourth St,Oswego (city),240000,"250 Fourth St, Oswego (city), New York"
166 Goodfellow Rd,Palermo,74000,"166 Goodfellow Rd, Palermo, New York"
 Calemad Dr,Sennett,87500," Calemad Dr, Sennett, New York"
6417 Finish Line Trl,Cicero,47000,"6417 Finish Line Trl, Cicero, New York"
9539 Clarecastle Path,Cicero,43500,"9539 Clarecastle Path, Cicero, New York"
 Berwick Rd S,Salina,8500," Berwick Rd S, Salina, New York"
130 Genesee St,Skaneateles (village),6100000,"130 Genesee St, Skaneateles (village), New York"
204 Salisbury Rd,Syracuse,181450,"204 Salisbury Rd, Syracuse, New York"
 Salt Rd,Constantia,40000," Salt Rd, Constantia, New York"
12172 Westbury Rd,Victory,36000,"12172 Westbury Rd, Victory, New York"
2627 Route 13,Cazenovia (town),70000,"2627 Route 13, Cazenovia (town), New York"
Lot #20 Westland Drive,Eaton,50000,"Lot #20 Westland Drive, Eaton, New York"
 Fyler Rd,Sullivan,25000," Fyler Rd, Sullivan, New York"
7461 Murray Dr,Cicero,525000,"7461 Murray Dr, Cicero, New York"
 Willowdale,Spafford,1," Willowdale, Spafford, New York"
228 & 232 Bloomfield Street,Van Buren,140000,"228 & 232 Bloomfield Street, Van Buren, New York"
 Austin Rd,Albion,28000," Austin Rd, Albion, New York"
 St Rt 3,Mexico (town),0," St Rt 3, Mexico (town), New York"
600 Paradise Rd,Palermo,0,"600 Paradise Rd, Palermo, New York"
 Main St,Phoenix,0," Main St, Phoenix, New York"
 Co Rt 57,Schroeppel,0," Co Rt 57, Schroeppel, New York"
 Oberon Dr,Genoa,203000," Oberon Dr, Genoa, New York"
 Superior Ave,Cicero,60000," Superior Ave, Cicero, New York"
68 Hardwicke Dr,Solvay,30000,"68 Hardwicke Dr, Solvay, New York"
 Camp Rd,Schroeppel,1," Camp Rd, Schroeppel, New York"
563-81 Co Rt 54,Schroeppel,0,"563-81 Co Rt 54, Schroeppel, New York"
843 O'Connor Rd,Scriba,26000,"843 O'Connor Rd, Scriba, New York"
12766 White Cemetery Rd,Ira,1,"12766 White Cemetery Rd, Ira, New York"
 Thomas Road,Nelson,1000," Thomas Road, Nelson, New York"
 Stagecoach Rd,Onondaga,69900," Stagecoach Rd, Onondaga, New York"
 Stacy Dr,Boylston,15000," Stacy Dr, Boylston, New York"
 Baldwin Rd,Volney,51500," Baldwin Rd, Volney, New York"
 Gordon Rd,Lysander,1," Gordon Rd, Lysander, New York"
 Gordon Rd,Lysander,1," Gordon Rd, Lysander, New York"
 Parapet Dr,Onondaga,1," Parapet Dr, Onondaga, New York"
 Marguerite Dr,Lenox,52000," Marguerite Dr, Lenox, New York"
410 Swamp Rd,Lysander,0,"410 Swamp Rd, Lysander, New York"
2902 Slate Hill Rd,Marcellus (town),42000,"2902 Slate Hill Rd, Marcellus (town), New York"
1843 Woodmancy Rd,Otisco,195000,"1843 Woodmancy Rd, Otisco, New York"
 Otisco Valley Rd,Otisco,11," Otisco Valley Rd, Otisco, New York"
83 Lake St,Skaneateles (village),3215000,"83 Lake St, Skaneateles (village), New York"
 Rainbow Shores Rd,Sandy Creek (town),71000," Rainbow Shores Rd, Sandy Creek (town), New York"
 Off Delano Ave,Canastota,2000," Off Delano Ave, Canastota, New York"
202 Woodland Ave,Syracuse,150000,"202 Woodland Ave, Syracuse, New York"
 New Meadows Dr,Hannibal (village),0," New Meadows Dr, Hannibal (village), New York"
61 Mill St,Hannibal (village),0,"61 Mill St, Hannibal (village), New York"
 Schilly Rd,Hastings,22500," Schilly Rd, Hastings, New York"
182 Norton Rd,Sandy Creek (town),80000,"182 Norton Rd, Sandy Creek (town), New York"
845 Poplar Ridge Rd,Ledyard,1,"845 Poplar Ridge Rd, Ledyard, New York"
5953 Sayles Corners Rd,Sempronius,1,"5953 Sayles Corners Rd, Sempronius, New York"
2131 Sine Rd,Throop,1,"2131 Sine Rd, Throop, New York"
2079 Sine Rd,Throop,1,"2079 Sine Rd, Throop, New York"
2057 Wickwire Rd,Hamilton (town),45000,"2057 Wickwire Rd, Hamilton (town), New York"
2790-2792 Otisco Valley Road,Marcellus (town),1,"2790-2792 Otisco Valley Road, Marcellus (town), New York"
10268 State Route 90,Genoa,1,"10268 State Route 90, Genoa, New York"
"41804184 Eatonbrook Rd,Davis Hill",Nelson,1,"41804184 Eatonbrook Rd,Davis Hill, Nelson, New York"
4782 Appaloosa Trl,Clay,1,"4782 Appaloosa Trl, Clay, New York"
130 Gettman Rd,Geddes,20000,"130 Gettman Rd, Geddes, New York"
1002 Oswego St,Liverpool,1,"1002 Oswego St, Liverpool, New York"
133 Giddings Trl,Lysander,479900,"133 Giddings Trl, Lysander, New York"
133 Giddings Trl,Lysander,54000,"133 Giddings Trl, Lysander, New York"
 Curtis Rd,Onondaga,10," Curtis Rd, Onondaga, New York"
 Gilbert Mills Rd,Volney,19008," Gilbert Mills Rd, Volney, New York"
203302 Harbour Tn & Hitchock Pt,Sullivan,0,"203302 Harbour Tn & Hitchock Pt, Sullivan, New York"
10 Crescent Av,Auburn,20000,"10 Crescent Av, Auburn, New York"
 Schilly Rd,Hastings,0," Schilly Rd, Hastings, New York"
3433-35 St Rt 69,Mexico (town),0,"3433-35 St Rt 69, Mexico (town), New York"
4365 State Route 31,Clay,75000,"4365 State Route 31, Clay, New York"
5597 Muscovy Lane,Manlius (town),150000,"5597 Muscovy Lane, Manlius (town), New York"
22 La Casse Rd,Mexico (town),15000,"22 La Casse Rd, Mexico (town), New York"
 Cayuga St,Fair Haven,28000," Cayuga St, Fair Haven, New York"
0 W. Main Street,Lebanon,1,"0 W. Main Street, Lebanon, New York"
424 Mcguire St,Oneida (city),1,"424 Mcguire St, Oneida (city), New York"
52 Elizabeth St,Baldwinsville,1,"52 Elizabeth St, Baldwinsville, New York"
8617 Weaver Rd,Cicero,1,"8617 Weaver Rd, Cicero, New York"
9665 Kenzie Grace Path,Clay,60201,"9665 Kenzie Grace Path, Clay, New York"
6103 Waitsfield Dr,DeWitt,1,"6103 Waitsfield Dr, DeWitt, New York"
3036 Chillingham Way,Lysander,0,"3036 Chillingham Way, Lysander, New York"
 Zahler Tract,Sandy Creek (town),8000," Zahler Tract, Sandy Creek (town), New York"
Lot #45 Irwin Rd,Sterling,14000,"Lot #45 Irwin Rd, Sterling, New York"
 Red Creek Rd,Victory,1," Red Creek Rd, Victory, New York"
Lot 8 Sunset Cove,De Ruyter0,120000,"Lot 8 Sunset Cove, De Ruyter0, New York"
 Sprng Hill Rd,Hamilton (town),53000," Sprng Hill Rd, Hamilton (town), New York"
 New Yorker Avenue,Lenox,7400," New Yorker Avenue, Lenox, New York"
 Ramsgate & Lonsdale Road,Sullivan,0," Ramsgate & Lonsdale Road, Sullivan, New York"
 Webb Rd,LaFayette,0," Webb Rd, LaFayette, New York"
2365 Patterson Rd,Otisco,425000,"2365 Patterson Rd, Otisco, New York"
14039 Wilde Rd,Sterling,25300,"14039 Wilde Rd, Sterling, New York"
12657 Ira Station Rd,Victory,58400,"12657 Ira Station Rd, Victory, New York"
1 Boathouse Lane,De Ruyter0,5000,"1 Boathouse Lane, De Ruyter0, New York"
 Calemad Dr,Sennett,70000," Calemad Dr, Sennett, New York"
 Route 13,Cazenovia (town),1," Route 13, Cazenovia (town), New York"
127 Giddings Trl,Lysander,54000,"127 Giddings Trl, Lysander, New York"
127 Giddings Trl,Lysander,50000,"127 Giddings Trl, Lysander, New York"
4354 November Ln,Onondaga,740000,"4354 November Ln, Onondaga, New York"
 Stevens Rd,Otisco,40000," Stevens Rd, Otisco, New York"
4425 Winding Creek Rd,Pompey,629900,"4425 Winding Creek Rd, Pompey, New York"
45055 34Th St,Constantia,33500,"45055 34Th St, Constantia, New York"
 Jordan Rd,Cato (town),1," Jordan Rd, Cato (town), New York"
10022 Jordan Rd,Cato (town),1,"10022 Jordan Rd, Cato (town), New York"
 Old Orchard Ave,Lenox,4000," Old Orchard Ave, Lenox, New York"
2646 Pine Ridge Rd,Sullivan,0,"2646 Pine Ridge Rd, Sullivan, New York"
 Lakeshore Rd,Cicero,202500," Lakeshore Rd, Cicero, New York"
9537 Clarecastle Path,Cicero,43500,"9537 Clarecastle Path, Cicero, New York"
306 Elliott St,Syracuse,87,"306 Elliott St, Syracuse, New York"
 Kibbie Lake Rd,Constantia,25000," Kibbie Lake Rd, Constantia, New York"
 Clark St Rd,Aurelius,1," Clark St Rd, Aurelius, New York"
6076 Lebanon Reservoir,Lebanon,30000,"6076 Lebanon Reservoir, Lebanon, New York"
227-29 Midland Ave & Taylor St W,Syracuse,7000,"227-29 Midland Ave & Taylor St W, Syracuse, New York"
 Lake St,Cayuga,1," Lake St, Cayuga, New York"
14563 Church St,Fair Haven,1,"14563 Church St, Fair Haven, New York"
 4Th St,Fair Haven,1," 4Th St, Fair Haven, New York"
 Wildwood Dr North,Fair Haven,1," Wildwood Dr North, Fair Haven, New York"
606 Camp Rd,Fair Haven,1,"606 Camp Rd, Fair Haven, New York"
66 Pine St,Port Byron,1,"66 Pine St, Port Byron, New York"
 County Line Rd,Sennett,1," County Line Rd, Sennett, New York"
 Aurelius Springport Townl,Springport,1," Aurelius Springport Townl, Springport, New York"
 West Lake Rd,Sterling,1," West Lake Rd, Sterling, New York"
14121 Short Cut Rd,Sterling,1,"14121 Short Cut Rd, Sterling, New York"
1438&1450 State Route 41A,Summerhill,1,"1438&1450 State Route 41A, Summerhill, New York"
5643 Circle Dr,Cicero,1,"5643 Circle Dr, Cicero, New York"
8218 Fenner Rd,Lysander,0,"8218 Fenner Rd, Lysander, New York"
111 East Lake Street/Road,Skaneateles (village),1700000,"111 East Lake Street/Road, Skaneateles (village), New York"
14872 Hadcock Dr,Fair Haven,290000,"14872 Hadcock Dr, Fair Haven, New York"
 Genesee St,Oneida (outside),300000," Genesee St, Oneida (outside), New York"
5561 Rolling Meadows Way,Camillus (town),443200,"5561 Rolling Meadows Way, Camillus (town), New York"
 Watervale Rd,Pompey,1," Watervale Rd, Pompey, New York"
217 Kellogg St,Syracuse,976,"217 Kellogg St, Syracuse, New York"
 Shanty Creek Rd,Hastings,0," Shanty Creek Rd, Hastings, New York"
100 Lansing St,Auburn,9900,"100 Lansing St, Auburn, New York"
397 Powers Rd,Genoa,120000,"397 Powers Rd, Genoa, New York"
1110 Middle Rd,Oneida (outside),94000,"1110 Middle Rd, Oneida (outside), New York"
104 Smokey Hollow Rd,Baldwinsville,150000,"104 Smokey Hollow Rd, Baldwinsville, New York"
 Terry Rd,Geddes,55000," Terry Rd, Geddes, New York"
 Cleveland Road,Onondaga,75000," Cleveland Road, Onondaga, New York"
135 Baker Ave,Syracuse,150000,"135 Baker Ave, Syracuse, New York"
 River Road,Aurelius,1," River Road, Aurelius, New York"
7109 Lakeshore Rd,Cicero,1,"7109 Lakeshore Rd, Cicero, New York"
7200 Hamilton Rd,Pompey,1,"7200 Hamilton Rd, Pompey, New York"
 See Attached,Tully (town),1," See Attached, Tully (town), New York"
13805 Martville Rd,Sterling,43000,"13805 Martville Rd, Sterling, New York"
7632 Hunt Ln,Manlius (town),257000,"7632 Hunt Ln, Manlius (town), New York"
 Depot Rd,Sennett,10000," Depot Rd, Sennett, New York"
 Route 92,Cazenovia (town),200000," Route 92, Cazenovia (town), New York"
422 Washington Ave,Oneida (city),157000,"422 Washington Ave, Oneida (city), New York"
4872 Route 20,Onondaga,1,"4872 Route 20, Onondaga, New York"
202 Shuart Ave,Syracuse,155000,"202 Shuart Ave, Syracuse, New York"
207 Coral Avenue,Syracuse,151,"207 Coral Avenue, Syracuse, New York"
8700 Dwyer Rd,Montezuma,1,"8700 Dwyer Rd, Montezuma, New York"
6090 Newport Rd,Camillus (town),30000,"6090 Newport Rd, Camillus (town), New York"
 Jewett Rd,Skaneateles (town),20000," Jewett Rd, Skaneateles (town), New York"
336 Bangall Rd,Parish (town),10000,"336 Bangall Rd, Parish (town), New York"
 E. Lake Road,Madison (town),0," E. Lake Road, Madison (town), New York"
799 Cowles Settlement Rd,Fabius (town),655000,"799 Cowles Settlement Rd, Fabius (town), New York"
 Duerr Rd (Rear),Salina,1," Duerr Rd (Rear), Salina, New York"
857-859 Crow Hill Rd,Skaneateles (town),715000,"857-859 Crow Hill Rd, Skaneateles (town), New York"
 Van Buren Rd,Van Buren,65000," Van Buren Rd, Van Buren, New York"
8661 Weedsport Sennett Rd,Brutus,1,"8661 Weedsport Sennett Rd, Brutus, New York"
3 Aurora St,Moravia (village),20000,"3 Aurora St, Moravia (village), New York"
 Cedar Swamp Road,Owasco,1," Cedar Swamp Road, Owasco, New York"
3230 Webb Road,LaFayette,48000,"3230 Webb Road, LaFayette, New York"
8206 Harkins Ct,Lysander,835000,"8206 Harkins Ct, Lysander, New York"
8052 Forest Ridge Lane,Lysander,441500,"8052 Forest Ridge Lane, Lysander, New York"
8052 Forest Ridge Lane,Lysander,62500,"8052 Forest Ridge Lane, Lysander, New York"
228 Campbell Rd,Salina,180000,"228 Campbell Rd, Salina, New York"
516 Rich St,Syracuse,5000,"516 Rich St, Syracuse, New York"
 Champlin Road,Summerhill,25880," Champlin Road, Summerhill, New York"
Off Punkin Hook Dr,Sandy Creek (town),89900,"Off Punkin Hook Dr, Sandy Creek (town), New York"
7768 Longbow Way,Lysander,130000,"7768 Longbow Way, Lysander, New York"
2935 Smith Rd,Marcellus (town),220000,"2935 Smith Rd, Marcellus (town), New York"
1165 Lemoyne Ave,Syracuse,1,"1165 Lemoyne Ave, Syracuse, New York"
371 River Rd,Oswego (city),700000,"371 River Rd, Oswego (city), New York"
6413 Finish Line Trl,Cicero,47000,"6413 Finish Line Trl, Cicero, New York"
2001-2005 Coon Hill Rd,Skaneateles (town),687500,"2001-2005 Coon Hill Rd, Skaneateles (town), New York"
131 Caroline Ave,Solvay,40000,"131 Caroline Ave, Solvay, New York"
 Birmingham Dr,Amboy,0," Birmingham Dr, Amboy, New York"
3016 Pinfeather Pl,Fleming,45000,"3016 Pinfeather Pl, Fleming, New York"
301 Willow St,Oneida (city),305000,"301 Willow St, Oneida (city), New York"
2601 Moonlight Cir,Camillus (town),438950,"2601 Moonlight Cir, Camillus (town), New York"
7109 Lakeshore Rd,Cicero,95000,"7109 Lakeshore Rd, Cicero, New York"
4539 Hollyshire Way,Clay,67500,"4539 Hollyshire Way, Clay, New York"
1438 Berwyn Rd,Fabius (town),13000,"1438 Berwyn Rd, Fabius (town), New York"
6941 River Rd,Van Buren,22000,"6941 River Rd, Van Buren, New York"
1496-1502 Co Rt 22,Albion,0,"1496-1502 Co Rt 22, Albion, New York"
 Old State Rd,Amboy,35000," Old State Rd, Amboy, New York"
14 Dylan Dr,Central Square,1,"14 Dylan Dr, Central Square, New York"
 Terry Rd,Geddes,50000," Terry Rd, Geddes, New York"
 Harvester Mill Rd,Redfield,0," Harvester Mill Rd, Redfield, New York"
 Carey Road,De Ruyter0,1," Carey Road, De Ruyter0, New York"
9505 Longford Path,Cicero,43000,"9505 Longford Path, Cicero, New York"
201 Seventh St,Liverpool,1,"201 Seventh St, Liverpool, New York"
3427 Tall Tree Lane,Lysander,490000,"3427 Tall Tree Lane, Lysander, New York"
3004 Verona Ct,Lysander,377900,"3004 Verona Ct, Lysander, New York"
3427 Tall Tree Lane,Lysander,80000,"3427 Tall Tree Lane, Lysander, New York"
 Paddy Lake Rd,Volney,45000," Paddy Lake Rd, Volney, New York"
 State Rt 38,Sterling,55000," State Rt 38, Sterling, New York"
5695 Ike Dixon Rd,Camillus (town),55000,"5695 Ike Dixon Rd, Camillus (town), New York"
 Lower Burma Rd,Spafford,85000," Lower Burma Rd, Spafford, New York"
 Barber Rd,Albion,0," Barber Rd, Albion, New York"
828 Rider St,Parish (village),12000,"828 Rider St, Parish (village), New York"
 O'Neil Rd,Sennett,499900," O'Neil Rd, Sennett, New York"
1344 Lick St,Summerhill,35000,"1344 Lick St, Summerhill, New York"
 Cleveland Road,Onondaga,75000," Cleveland Road, Onondaga, New York"
 Glencove Rd,Spafford,45000," Glencove Rd, Spafford, New York"
 Academy St,Mexico (village),25000," Academy St, Mexico (village), New York"
 Foxwood Ave,Volney,26000," Foxwood Ave, Volney, New York"
201 Harbour Town,Sullivan,105000,"201 Harbour Town, Sullivan, New York"
 Route 31,Sullivan,31000," Route 31, Sullivan, New York"
3779 Malibu Hills Drive,Camillus (town),65000,"3779 Malibu Hills Drive, Camillus (town), New York"
8056 Forest Ridge Lane,Lysander,75000,"8056 Forest Ridge Lane, Lysander, New York"
9129 Whistling Swan Ln,Manlius (town),60000,"9129 Whistling Swan Ln, Manlius (town), New York"
4345 Howlett Hill Rd,Onondaga,93600,"4345 Howlett Hill Rd, Onondaga, New York"
Off Jordan St,Skaneateles (village),0,"Off Jordan St, Skaneateles (village), New York"
22 E Catfish Dr,New Haven,6000,"22 E Catfish Dr, New Haven, New York"
25 Stone Ridge Dr,Scriba,33000,"25 Stone Ridge Dr, Scriba, New York"
 Hitchcock Point Rd,Sullivan,1," Hitchcock Point Rd, Sullivan, New York"
6118 Lakeshore Rd,Cicero,161586,"6118 Lakeshore Rd, Cicero, New York"
4180 Lafayette Rd,Onondaga,249000,"4180 Lafayette Rd, Onondaga, New York"
4153 Oran Gulf Rd,Pompey,70000,"4153 Oran Gulf Rd, Pompey, New York"
4421 Watervale Rd,Pompey,50000,"4421 Watervale Rd, Pompey, New York"
 Giles Rd,Skaneateles (town),250000," Giles Rd, Skaneateles (town), New York"
371 Fourth St,Fulton,120000,"371 Fourth St, Fulton, New York"
85 Co Rt 11,West Monroe,85000,"85 Co Rt 11, West Monroe, New York"
 Route 128B,Madison (town),120000," Route 128B, Madison (town), New York"
1224 Comstock Ave R 131 Xavier,Syracuse,563317,"1224 Comstock Ave R 131 Xavier, Syracuse, New York"
1224 Comstock Ave R 131 Xavier,Syracuse,65000,"1224 Comstock Ave R 131 Xavier, Syracuse, New York"
377 Blythe Rd,Hannibal (town),250000,"377 Blythe Rd, Hannibal (town), New York"
453 New Boston,Canastota,0,"453 New Boston, Canastota, New York"
 Flat Rock Rd,Camillus (town),20000," Flat Rock Rd, Camillus (town), New York"
 Boca Raton Way,Onondaga,118000," Boca Raton Way, Onondaga, New York"
5742 Bull Hill Rd,Onondaga,65000,"5742 Bull Hill Rd, Onondaga, New York"
 Hog Back Rd,Orwell,32500," Hog Back Rd, Orwell, New York"
373 New Scriba Dr,Orwell,15000,"373 New Scriba Dr, Orwell, New York"
Off Co Rt 38,Parish (town),18000,"Off Co Rt 38, Parish (town), New York"
 State Rt 104A,Sterling,32000," State Rt 104A, Sterling, New York"
1204 Hubbard Pl,Oneida (outside),210000,"1204 Hubbard Pl, Oneida (outside), New York"
 Creek Road,Sullivan,50000," Creek Road, Sullivan, New York"
 Hitchcock Point Road,Sullivan,0," Hitchcock Point Road, Sullivan, New York"
3920 Bonstead Rd,Clay,1,"3920 Bonstead Rd, Clay, New York"
3366 Longview Terrace,Lysander,80000,"3366 Longview Terrace, Lysander, New York"
2788-90 Co Rt 12,Hastings,85000,"2788-90 Co Rt 12, Hastings, New York"
420 Old State Rd,Redfield,0,"420 Old State Rd, Redfield, New York"
 Co Rt 46,Schroeppel,0," Co Rt 46, Schroeppel, New York"
239 Fravor Rd,Mexico (town),0,"239 Fravor Rd, Mexico (town), New York"
 Poverty Ln,Sempronius,13000," Poverty Ln, Sempronius, New York"
1479 Lamoy Road,Sullivan,25000,"1479 Lamoy Road, Sullivan, New York"
 Holiday Dr,Salina,1," Holiday Dr, Salina, New York"
 Granby Rd,Granby,0," Granby Rd, Granby, New York"
59 Brook Hollow Dr,Owasco,757050,"59 Brook Hollow Dr, Owasco, New York"
709 Peterboro St,Lenox,0,"709 Peterboro St, Lenox, New York"
4474 Weller Hall Place,Clay,58750,"4474 Weller Hall Place, Clay, New York"
7349 Buckley Rd,Clay,55000,"7349 Buckley Rd, Clay, New York"
413 Dewport Road,Van Buren,65000,"413 Dewport Road, Van Buren, New York"
 Carter Road,Madison (town),0," Carter Road, Madison (town), New York"
